日期,發行量加權股價指數,成交金額,成交股數,成交筆數,漲跌點數
2018-08-27,10902.21,106200531282,4313459806,849879,92.86
2018-08-28,10989.55,129737861922,4739152956,930690,87.34
2018-08-29,11099.57,120526738237,4557454639,904362,110.02
2018-08-30,11093.75,115793123442,4462463812,906323,-5.82
2018-08-31,11063.94,121926331616,4458244404,847882,-29.81
2018-09-03,10964.22,113149801677,4234197702,888862,-99.72
2018-09-04,11021.38,117853372612,4170510917,795778,57.16
2018-09-05,10995.13,118944366251,4513317388,883251,-26.25
2018-09-06,10924.30,131740185231,4796498118,960303,-70.83
2018-09-07,10846.99,153258481589,5429698576,1176559,-77.31
2018-09-10,10725.80,156527620559,5324887957,1166823,-121.19
2018-09-11,10752.30,129754226712,4711558008,979407,26.5
2018-09-12,10722.57,125287499771,4602769731,967583,-29.73
2018-09-13,10727.23,115705658109,4279561828,929226,4.66
2018-09-14,10868.14,129180686131,4848643672,1010627,140.91
2018-09-17,10828.61,91029213095,4052796855,779311,-39.53
2018-09-18,10760.21,118127603548,4614731238,934460,-68.4
2018-09-19,10857.27,133093371913,4940750820,1007088,97.06
2018-09-20,10831.41,135188750136,4812017707,996376,-25.86
2018-09-21,10972.41,159611079697,5329716851,1088187,141.0
2018-09-25,10978.85,116239959840,4454281369,930351,6.44
2018-09-26,10974.19,108035162416,4424515006,900445,-4.66
2018-09-27,11034.19,123961237186,4678006285,986665,60.0
2018-09-28,11006.34,139261965201,4882600441,1008212,-27.85
2018-10-01,11051.80,93893565170,3999456337,818813,45.46
2018-10-02,10919.63,108518025769,4364344732,887779,-132.17
2018-10-03,10863.94,101057612471,3933472751,860847,-55.69
2018-10-04,10718.91,113254815213,4190095302,935145,-145.03
2018-10-05,10517.12,150512774399,5546633629,1239882,-201.79
2018-10-08,10455.93,126873773161,4568330051,963348,-61.19
2018-10-09,10466.83,122748305369,4697177996,1029787,10.9
2018-10-11,9806.11,209449508357,8106979104,1784048,-660.72
2018-10-12,10045.81,148226100211,5971925811,1281351,239.7
2018-10-15,9901.12,118262085196,4747150473,986754,-144.69
2018-10-16,9981.10,108949107779,4364437995,956442,79.98
2018-10-17,9979.14,115453288316,4428849977,992373,-1.96
2018-10-18,9953.73,97721028236,3934317954,850099,-25.41
2018-10-19,9919.26,126617932745,5105938592,1008528,-34.47
2018-10-22,9974.28,102262156104,4612358819,876585,55.02
2018-10-23,9775.20,103403340431,4586506051,930519,-199.08
2018-10-24,9759.40,124922171369,5256076794,1095016,-15.8
2018-10-25,9520.79,132317833875,5692966580,1158778,-238.61
2018-10-26,9489.18,132856048459,5138373822,1137098,-31.61
2018-10-29,9516.32,106914160441,4694880424,938929,27.14
2018-10-30,9526.11,101211393817,4538617371,920901,9.79
2018-10-31,9802.13,132007293724,5330499460,1050447,276.02
2018-11-01,9844.74,128962572417,5494351265,1061737,42.61
2018-11-02,9906.59,153949424699,6166533874,1205983,61.85
2018-11-05,9889.81,108896623542,4881248460,889652,-16.78
2018-11-06,9824.95,119195612666,4909283053,954177,-64.86
2018-11-07,9908.35,118542249625,4947603515,970925,83.4
2018-11-08,9945.31,120542918351,5069149565,1022681,36.96
2018-11-09,9830.01,102758206479,4442314349,887771,-115.3
2018-11-12,9831.21,91773138199,4124137532,806689,1.2
2018-11-13,9775.84,113499302044,5100040520,997621,-55.37
2018-11-14,9791.88,104728193654,4771348161,979042,16.04
2018-11-15,9826.46,98471208936,4542438638,944258,34.58
2018-11-16,9797.09,118255028366,4804811233,1052058,-29.37
2018-11-19,9828.69,93254848646,4034353937,843800,31.6
2018-11-20,9743.99,94008900501,3958878143,848729,-84.7
2018-11-21,9741.52,102767422032,4168359212,905563,-2.47
2018-11-22,9714.71,99885638318,4054665951,899121,-26.81
2018-11-23,9667.30,77557383544,3712052867,763758,-47.41
2018-11-26,9765.36,91104691173,3938988241,837578,98.06
2018-11-27,9778.62,101892393191,4333008909,939355,13.26
2018-11-28,9884.31,128734696478,5413428690,1162414,105.69
2018-11-29,9885.36,144250279324,5863859324,1251496,1.05
2018-11-30,9888.03,171330290714,6607048362,1194817,2.67
2018-12-03,10137.87,170729899437,6946878025,1404681,249.84
2018-12-04,10083.54,145775659155,5608425855,1229128,-54.33
2018-12-05,9916.74,115520209449,4775470945,1028395,-166.8
2018-12-06,9684.72,144302607165,5646459909,1301591,-232.02
2018-12-07,9760.88,99263597750,3942174058,868323,76.16
2018-12-10,9647.54,100498342871,4266647968,940738,-113.34
2018-12-11,9707.04,92803242672,3653814843,839163,59.5
2018-12-12,9816.45,102401002167,4137436106,921315,109.41
2018-12-13,9858.76,113887601575,4546795068,990923,42.31
2018-12-14,9774.16,97548330195,3931391957,886843,-84.6
2018-12-17,9787.53,80679374181,3650943692,779211,13.37
2018-12-18,9718.82,96717303977,4276570088,944025,-68.71
2018-12-19,9783.21,91299708034,3976346583,901645,64.39
2018-12-20,9674.52,95625770700,4259530460,905163,-108.69
2018-12-21,9676.67,112464585257,4678645949,904805,2.15
2018-12-22,9646.16,38712598698,2329327867,459160,-30.51
2018-12-24,9639.70,69036778986,3036249269,702536,-6.46
2018-12-25,9527.09,73621130055,3588943049,790106,-112.61
2018-12-26,9478.99,69620545072,3101879294,718300,-48.1
2018-12-27,9641.56,82030943013,3676346987,787310,162.57
2018-12-28,9727.41,74821387051,3102573670,659996,85.85
2019-01-02,9554.14,72547773700,3181887841,660838,-173.27
2019-01-03,9492.42,91094097004,3909333451,807547,-61.72
2019-01-04,9382.51,108007521230,4641922302,948053,-109.91
2019-01-07,9590.30,93583260671,4278680826,850277,207.79
2019-01-08,9563.60,78623715348,3442382026,756674,-26.7
2019-01-09,9738.31,128770567044,5087083731,1125076,174.71
2019-01-10,9720.69,89312480461,3944590060,832208,-17.62
2019-01-11,9759.40,95336079835,3875542401,834138,38.71
2019-01-14,9708.22,72773851108,3305220514,722445,-51.18
2019-01-15,9806.04,100502894314,3985662444,839665,97.82
2019-01-16,9763.81,96069073531,4098793757,918368,-42.23
2019-01-17,9789.15,93111194317,3795594300,875014,25.34
2019-01-18,9836.06,97921400099,3833530842,806593,46.91
2019-01-21,9889.40,93904025863,3914447157,815848,53.34
2019-01-22,9894.66,79010747384,3237523867,725164,5.26
2019-01-23,9846.40,67550341780,2835523374,633785,-48.26
2019-01-24,9877.12,86041842481,3207913049,768543,30.72
2019-01-25,9969.61,113788983423,4394588949,966118,92.49
2019-01-28,10013.33,95630191548,3871048803,853951,43.72
2019-01-29,9931.59,90336972123,3378364920,789957,-81.74
2019-01-30,9932.26,103214672551,3297972632,811636,0.67
2019-02-11,10004.25,134792174460,4608242036,1079889,71.99
2019-02-12,10097.74,125126587760,5050706893,1104361,93.49
2019-02-13,10090.58,140519410459,5252463736,1170756,-7.16
2019-02-14,10089.01,113623368351,4646306230,1037808,-1.57
2019-02-15,10064.78,114028492291,4550944915,1048542,-24.23
2019-02-18,10145.28,107917758663,4301150124,973107,80.5
2019-02-19,10152.26,105312904461,4208666420,941172,6.98
2019-02-20,10272.46,134467143210,4830625985,1158962,120.2
2019-02-21,10319.53,124999488203,4884960499,1134346,47.07
2019-02-22,10322.92,117573674409,4345793519,1026094,3.39
2019-02-25,10390.93,135427392051,5156758866,1132402,68.01
2019-02-26,10391.55,140713916266,5028654843,1149841,0.62
2019-02-27,10389.17,137560785852,4527551576,1020105,-2.38
2019-03-04,10349.88,141139736536,4682754149,1120114,-39.29
2019-03-05,10305.26,106043539496,3898184981,912310,-44.62
2019-03-06,10357.15,101391533103,3747917563,925386,51.89
2019-03-07,10311.68,108824382622,4271904186,986994,-45.47
2019-03-08,10241.75,105782677320,4256028989,944783,-69.93
2019-03-11,10250.28,94174979910,3727319970,858287,8.53
2019-03-12,10343.33,111136196193,4177042544,988317,93.05
2019-03-13,10373.32,97359550083,3739561974,885165,29.99
2019-03-14,10348.65,115597463264,4103823880,1024921,-24.67
2019-03-15,10439.24,154553510736,5087001761,1083606,90.59
2019-03-18,10512.70,116798768034,4363088952,1073668,73.46
2019-03-19,10512.32,118590384395,4461990818,1085757,-0.38
2019-03-20,10551.56,119306189972,4276095686,1096614,39.24
2019-03-21,10609.55,112872190446,4144837307,1035536,57.99
2019-03-22,10639.07,131795028839,4800555123,1179130,29.52
2019-03-25,10479.48,109522974696,4477541500,1037987,-159.59
2019-03-26,10559.20,105336000772,3852511723,968091,79.72
2019-03-27,10542.70,105485684923,4025702296,966624,-16.5
2019-03-28,10536.26,90628313116,3801407450,888625,-6.44
2019-03-29,10641.04,123798869012,4735272511,1022483,104.78
2019-04-01,10642.63,154423252478,5543097993,1291895,1.59
2019-04-02,10690.30,135411470892,4649133267,1165669,47.67
2019-04-03,10704.38,117965064897,4099474088,1044779,14.08
2019-04-08,10800.57,160156378573,5397269130,1266398,96.19
2019-04-09,10851.60,139655298043,5083146536,1179104,51.03
2019-04-10,10868.14,131467142691,4653211646,1125704,16.54
2019-04-11,10808.77,140396632860,5053919906,1180449,-59.37
2019-04-12,10805.30,121020256220,4364261953,1071286,-3.47
2019-04-15,10875.60,120260529977,4604440832,1062887,70.3
2019-04-16,10927.85,132926575026,5035157825,1204091,52.25
2019-04-17,10997.26,169230514379,5520963424,1387025,69.41
2019-04-18,10962.02,181195006662,5725981285,1355211,-35.24
2019-04-19,10968.50,128772067088,4472499620,1026651,6.48
2019-04-22,10987.71,112071814577,4430982334,1016713,19.21
2019-04-23,11025.68,111934322934,4014010069,961970,37.97
2019-04-24,11027.64,126239529611,4274070951,1023312,1.96
2019-04-25,11039.86,115604479303,4082642051,962616,12.22
2019-04-26,10952.47,115750709864,4420373126,973414,-87.39
2019-04-29,10939.06,121164845431,4142692371,980491,-13.41
2019-04-30,10967.73,108627534639,3705946980,857141,28.67
2019-05-02,11004.49,104259649820,3605687224,857591,36.76
2019-05-03,11096.30,116072003899,3875733890,882935,91.81
2019-05-06,10897.12,138858511341,5130836386,1132129,-199.18
2019-05-07,10987.14,112796898582,3849934585,878902,90.02
2019-05-08,10923.71,110640781102,4126259523,931940,-63.43
2019-05-09,10733.67,141861985637,5190749075,1204274,-190.04
2019-05-10,10712.99,125459729355,4735426313,1080997,-20.68
2019-05-13,10558.29,114276157239,4080948014,994792,-154.7
2019-05-14,10519.25,140099246440,5244992088,1196365,-39.04
2019-05-15,10560.71,115662192260,4224701558,993321,41.46
2019-05-16,10474.61,114790379006,4299212427,1016689,-86.1
2019-05-17,10384.11,132151992689,4828248700,1120185,-90.5
2019-05-20,10398.41,108640936090,3996675317,918512,14.3
2019-05-21,10464.50,129860209869,4519183973,1035223,66.09
2019-05-22,10457.22,96097987810,3769296457,826874,-7.28
2019-05-23,10308.37,119229076379,4354371251,1018299,-148.85
2019-05-24,10328.28,103058356648,3884772434,882768,19.91
2019-05-27,10334.13,92744163214,3577828232,833532,5.85
2019-05-28,10312.31,154867598247,4917736284,841073,-21.82
2019-05-29,10301.78,95440591792,3819679695,896738,-10.53
2019-05-30,10382.99,99248430651,3904131920,853161,81.21
2019-05-31,10498.49,126396386169,4760031231,1004840,115.5
2019-06-03,10500.07,97423329076,3979301714,831863,1.58
2019-06-04,10429.12,89544975177,3485945699,788257,-70.95
2019-06-05,10461.62,99778803202,3685787065,818101,32.5
2019-06-06,10409.20,99333308327,3670200774,789845,-52.42
2019-06-10,10566.47,109286849379,4262145321,875587,157.27
2019-06-11,10607.76,123163832554,5029081943,1074259,41.29
2019-06-12,10615.66,103154377836,4188927572,912440,7.9
2019-06-13,10561.01,97958419371,3784953054,814507,-54.65
2019-06-14,10524.67,85539324623,3216009068,756304,-36.34
2019-06-17,10530.54,89501173245,3248850928,741836,5.87
2019-06-18,10566.74,80983143069,3103689820,726928,36.2
2019-06-19,10775.34,142307299065,5034596221,1173158,208.6
2019-06-20,10785.01,129170844213,5022058535,1052920,9.67
2019-06-21,10803.77,152619676637,5345671118,1074115,18.76
2019-06-24,10779.45,97539681077,3629979170,806029,-24.32
2019-06-25,10706.72,101431614365,3891025743,850899,-72.73
2019-06-26,10652.55,87513870371,3364138588,749404,-54.17
2019-06-27,10773.90,126742374894,4490875726,959854,121.35
2019-06-28,10730.83,91418249508,3449967866,750967,-43.07
2019-07-01,10895.46,145664096932,4985631880,1089572,164.63
2019-07-02,10865.12,120716164596,4295548703,991072,-30.34
2019-07-03,10743.77,112714237324,4246162907,938659,-121.35
2019-07-04,10775.90,98158438333,3797646624,828014,32.13
2019-07-05,10785.73,86511212135,3400302424,752681,9.83
2019-07-08,10751.22,97082027949,3738945153,815372,-34.51
2019-07-09,10702.78,94204036152,3474464386,836475,-48.44
2019-07-10,10798.48,104197474125,4044852809,932562,95.7
2019-07-11,10843.42,132057394072,4997530807,1071497,44.94
2019-07-12,10824.35,122217270421,4559013456,1031495,-19.07
2019-07-15,10876.43,120541529871,4625135650,1005175,52.08
2019-07-16,10886.05,119695164249,4451418488,1037335,9.62
2019-07-17,10828.48,116341167900,4588257766,1048002,-57.57
2019-07-18,10799.28,106205765697,4212328479,961380,-29.2
2019-07-19,10873.19,123566684603,4502161924,982410,73.91
2019-07-22,10944.53,118654132818,4435604953,977980,71.34
2019-07-23,10947.26,127879150427,4564947566,1077697,2.73
2019-07-24,10935.76,133129096409,4789346753,1132545,-11.5
2019-07-25,10941.41,133885703398,5034848310,1131686,5.65
2019-07-26,10891.98,111794836905,4227775498,1002794,-49.43
2019-07-29,10885.73,105524746606,3873144739,945531,-6.25
2019-07-30,10830.90,131409613891,4493608915,1099181,-54.83
2019-07-31,10823.81,131643019317,4476398294,1046160,-7.09
2019-08-01,10731.75,131058984590,4521619307,1098159,-92.06
2019-08-02,10549.04,159939135883,5675601956,1300394,-182.71
2019-08-05,10423.41,129390816837,4911728030,1107939,-125.63
2019-08-06,10394.75,146038029501,6008242875,1232634,-28.66
2019-08-07,10386.18,121765614143,4468033535,1059318,-8.57
2019-08-08,10494.49,124081823011,4470132577,998888,108.31
2019-08-12,10472.36,126685737957,4517408511,1065930,-22.13
2019-08-13,10362.66,119357519167,4522361553,1086625,-109.7
2019-08-14,10427.73,146152949437,5037463848,1209469,65.07
2019-08-15,10327.13,123132995200,5071669820,1127916,-100.6
2019-08-16,10420.89,120048343262,4700960825,1133574,93.76
2019-08-19,10488.75,120476924084,4574050378,1068019,67.86
2019-08-20,10522.50,121491792456,4542661753,1070480,33.75
2019-08-21,10525.80,111080424760,3932448282,1006299,3.3
2019-08-22,10529.78,123271367108,4396250909,1072360,3.98
2019-08-23,10538.11,110007554049,3942656466,947669,8.33
2019-08-26,10354.57,117049586345,4862207637,1016154,-183.54
2019-08-27,10387.23,123691150076,4120194542,894549,32.66
2019-08-28,10434.29,102092710347,3597431879,878572,47.06
2019-08-29,10462.43,104248701178,3866814680,937813,28.14
2019-08-30,10618.05,148217313012,5323560006,1199598,155.62
2019-09-02,10634.85,105848766031,4333278342,981744,16.8
2019-09-03,10558.21,105576630318,4043809186,949727,-76.64
2019-09-04,10657.31,107093494944,4338123349,972295,99.1
2019-09-05,10756.93,154662076294,6013120362,1261814,99.62
2019-09-06,10780.64,131307111626,4827692321,1107361,23.71
2019-09-09,10801.14,116733239498,4543925038,1027773,20.5
2019-09-10,10753.58,121338149239,4475712468,986052,-47.56
2019-09-11,10790.35,119937917952,4310865154,974736,36.77
2019-09-12,10827.55,120872609647,4330422356,962901,37.2
2019-09-16,10898.13,119576475670,4390073832,1005025,70.58
2019-09-17,10874.50,117546611937,4238580734,1001017,-23.63
2019-09-18,10929.45,130465246047,4380465735,1113809,54.95
2019-09-19,10894.70,114671100910,4094709966,922567,-34.75
2019-09-20,10929.69,147979569707,4712806256,1015743,34.99
2019-09-23,10919.02,106841123621,3976565745,978964,-10.67
2019-09-24,10918.01,109707784147,3872481764,1013261,-1.01
2019-09-25,10873.69,106259302170,3880868893,954407,-44.32
2019-09-26,10871.99,116018960126,3878756606,945745,-1.7
2019-09-27,10829.68,124771598230,4211145537,1031089,-42.31
2019-10-01,10967.65,149848845100,4472012581,1051359,137.97
2019-10-02,10947.88,116950886799,3889705896,907447,-19.77
2019-10-03,10875.91,121716042887,4266892114,937395,-71.97
2019-10-04,10894.48,123565120381,3672471435,944155,18.57
2019-10-07,10935.06,114385432660,3586313676,902747,40.58
2019-10-08,11017.31,131019533294,4035566505,992378,82.25
2019-10-09,10889.96,130464899676,4030996232,1008288,-127.35
2019-10-14,11066.95,162700159318,5403098341,1202006,176.99
2019-10-15,11111.80,137604344606,4269306106,1090687,44.85
2019-10-16,11162.83,148047483087,4714707622,1226562,51.03
2019-10-17,11186.88,123696605234,4076737762,1021958,24.05
2019-10-18,11180.22,146372635951,4569104603,1037299,-6.66
2019-10-21,11184.15,103208482864,3463242846,885891,3.93
2019-10-22,11271.25,127442197888,4030052349,1070035,87.1
2019-10-23,11239.67,140827621524,4355567323,1175033,-31.58
2019-10-24,11320.14,143341066927,4619088226,1088782,80.47
2019-10-25,11296.12,130442292218,4168409032,1035376,-24.02
2019-10-28,11315.02,117562128863,3817458209,945068,18.9
2019-10-29,11333.87,146743840349,4323618372,1142582,18.85
2019-10-30,11380.28,125156943575,3839427664,1013779,46.41
2019-10-31,11358.71,156079436941,4573175921,1120020,-21.57
2019-11-01,11399.53,137456384314,4127358231,1001395,40.82
2019-11-04,11556.85,158495071015,5039807127,1185810,157.32
2019-11-05,11644.03,156219278189,4832472822,1147125,87.18
2019-11-06,11653.07,161159025580,5054923364,1210657,9.04
2019-11-07,11606.56,141648261764,4416657686,1077246,-46.51
2019-11-08,11579.54,141593376608,4256500569,1047241,-27.02
2019-11-11,11427.28,153909682144,4657136487,1135233,-152.26
2019-11-12,11520.37,119562602839,3791823798,970444,93.09
2019-11-13,11467.83,116677434753,3533002385,967717,-52.54
2019-11-14,11450.42,132213498891,3979806458,1069809,-17.41
2019-11-15,11525.60,131944670680,4272058994,1056804,75.18
2019-11-18,11599.78,109866167944,3869365167,951643,74.18
2019-11-19,11656.40,123621007330,4131971972,1008506,56.62
2019-11-20,11631.20,118273530461,3845936601,1001331,-25.2
2019-11-21,11558.27,121873241617,3940917283,959319,-72.93
2019-11-22,11566.80,109457156392,3669395111,913089,8.53
2019-11-25,11561.58,113532597207,3954172281,937981,-5.22
2019-11-26,11576.82,201967550395,5309655285,998150,15.24
2019-11-27,11647.46,109927474425,4334379770,956203,70.64
2019-11-28,11617.08,106271341472,3930383785,896972,-30.38
2019-11-29,11489.57,121432338147,4447827736,1010390,-127.51
2019-12-02,11502.83,114881791179,4295183489,979115,13.26
2019-12-03,11531.58,109779766920,3791301775,901318,28.75
2019-12-04,11510.47,109493399794,3834439433,892942,-21.11
2019-12-05,11594.65,125131392572,4393485800,972457,84.18
2019-12-06,11609.64,112574170024,3900027702,946293,14.99
2019-12-09,11660.77,123787369311,4433349416,960606,51.13
2019-12-10,11627.84,105487530178,4100752342,906991,-32.93
2019-12-11,11700.77,128994346439,4024932158,989216,72.93
2019-12-12,11836.42,154407168662,4768917020,1141832,135.65
2019-12-13,11927.73,173186306953,5505203822,1278529,91.31
2019-12-16,11939.77,144848980868,5076417907,1107195,12.04
2019-12-17,12097.01,156572873643,5325369317,1213786,157.24
2019-12-18,12122.45,150630121243,4817570616,1198571,25.44
2019-12-19,12018.90,137759496890,4222936921,991627,-103.55
2019-12-20,11959.08,170595065277,4682666887,1034618,-59.82
2019-12-23,12022.23,114310880564,3756921614,919900,63.15
2019-12-24,11976.38,104132655474,3313869005,832595,-45.85
2019-12-25,12008.13,91222874033,3174857162,803082,31.75
2019-12-26,12001.01,100793909230,3176657722,854591,-7.12
2019-12-27,12091.59,109059597891,3729441881,904820,90.58
2019-12-30,12053.37,125543905644,3867671936,951613,-38.22
2019-12-31,11997.14,118037040633,3475032122,866886,-56.23
2020-01-02,12100.48,142714556309,4335855134,1060157,103.34
2020-01-03,12110.43,193759680797,5527302314,1346033,9.95
2020-01-06,11953.36,144304046312,4679171407,1093048,-157.07
2020-01-07,11880.32,166420714273,4659753372,1140038,-73.04
2020-01-08,11817.10,150679445049,5076957155,1102233,-63.22
2020-01-09,11970.63,134259818433,4490694421,963538,153.53
2020-01-10,12024.65,128936009109,4171337059,931433,54.02
2020-01-13,12113.42,143488572709,4685839381,1061144,88.77
2020-01-14,12179.81,154164387999,4865029032,1116320,66.39
2020-01-15,12091.88,152559255530,4161534787,1003233,-87.93
2020-01-16,12066.93,141203446113,3843280736,978552,-24.95
2020-01-17,12090.29,134195435589,3942939186,940670,23.36
2020-01-20,12118.71,116198930727,3495615517,892756,28.42
2020-01-30,11421.74,277631291432,8369093057,2091196,-696.97
2020-01-31,11495.10,176694486433,5699273535,1379131,73.36
2020-02-03,11354.92,184492196068,7052356044,1540915,-140.18
2020-02-04,11555.92,161727671957,5734166171,1276175,201.0
2020-02-05,11573.62,158156237360,5469767866,1257448,17.7
2020-02-06,11749.68,144678569993,5395679056,1110765,176.06
2020-02-07,11612.81,129883684984,4677911356,1100135,-136.87
2020-02-10,11574.07,132002862933,4891318956,1077815,-38.74
2020-02-11,11664.04,123195472867,4548297802,949833,89.97
2020-02-12,11774.19,150442446139,4891074264,1113574,110.15
2020-02-13,11791.78,141066311811,4996699902,1142029,17.59
2020-02-14,11815.70,113097286395,3926585866,924818,23.92
2020-02-17,11763.51,116030224205,4165125205,967877,-52.19
2020-02-18,11648.98,141306676135,4315111980,1009270,-114.53
2020-02-19,11758.84,141749977953,4774544232,1094355,109.86
2020-02-20,11725.09,135314329061,4743317723,1074696,-33.75
2020-02-21,11686.35,124945301540,4500184633,1028044,-38.74
2020-02-24,11534.87,140297223193,5394033615,1196934,-151.48
2020-02-25,11540.23,155487337664,5387661535,1197950,5.36
2020-02-26,11433.62,177077021788,6218057244,1319355,-106.61
2020-02-27,11292.17,203459785605,7211740462,1604650,-141.45
2020-03-02,11170.46,203206893520,7284842170,1634226,-121.71
2020-03-03,11327.72,165018977287,6007281977,1313756,157.26
2020-03-04,11392.35,140735268363,5039075843,1082165,64.63
2020-03-05,11514.82,145957940886,5060603723,1156055,122.47
2020-03-06,11321.81,151478312495,5659175395,1356083,-193.01
2020-03-09,10977.64,232670776025,9368411895,2154691,-344.17
2020-03-10,11003.54,207753829399,8600866018,1792581,25.9
2020-03-11,10893.75,177658190103,7389097374,1537557,-109.79
2020-03-12,10422.32,271170545930,10401683029,2387131,-471.43
2020-03-13,10128.87,303651583716,11980302682,2607692,-293.45
2020-03-16,9717.77,211160705753,7645539728,1921186,-411.1
2020-03-17,9439.63,237969022384,8206236082,2123143,-278.14
2020-03-18,9218.67,212304696289,7506547959,2011362,-220.96
2020-03-19,8681.34,271179217853,10417337257,2559042,-537.33
2020-03-20,9234.09,237073888634,8313012267,2030577,552.75
2020-03-23,8890.03,154051713864,5434939207,1428693,-344.06
2020-03-24,9285.62,154892630561,5685711161,1438525,395.59
2020-03-25,9644.75,184585853741,6311030678,1663336,359.13
2020-03-26,9736.36,154234507199,4963011536,1387294,91.61
2020-03-27,9698.92,181693587614,5715888822,1588397,-37.44
2020-03-30,9629.43,128514846532,4590872146,1157638,-69.49
2020-03-31,9708.06,147168293708,4717261406,1256288,78.63
2020-04-01,9663.63,120542519492,4180562164,1142447,-44.43
2020-04-06,9818.74,153193812291,5242549478,1384304,155.11
2020-04-07,9996.39,174156363686,5596397343,1569883,177.65
2020-04-08,10137.47,170685529067,5578131903,1610057,141.08
2020-04-09,10119.43,165338167106,5230196805,1526083,-18.04
2020-04-10,10157.61,122337105654,4155990176,1167379,38.18
2020-04-13,10099.22,118924338183,4698370748,1251059,-58.39
2020-04-14,10332.94,158014679176,5363296926,1419673,233.72
2020-04-15,10447.21,194914556974,5647516921,1691599,114.27
2020-04-16,10375.48,157665481086,4829966706,1405562,-71.73
2020-04-17,10597.04,233224931821,6364036089,1778080,221.56
2020-04-20,10586.71,136536624226,3968793048,1157182,-10.33
2020-04-21,10288.42,184801965082,5920573446,1764176,-298.29
2020-04-22,10307.74,153403171006,5260027532,1411104,19.32
2020-04-23,10366.51,155989400936,4677068582,1298847,58.77
2020-04-24,10347.36,126359985757,4052771112,1153370,-19.15
2020-04-27,10567.27,178798337616,5540788868,1483642,219.91
2020-04-28,10616.06,183487725571,5400871093,1509181,48.79
2020-04-29,10772.22,194424601104,5678828844,1615692,156.16
2020-04-30,10992.14,231771127536,6546009430,1817454,219.92
2020-05-04,10720.48,191090738853,5765177939,1556445,-271.66
2020-05-05,10774.61,179302767364,4705783752,1418246,54.13
2020-05-06,10774.98,182668855857,5314704402,1558535,0.37
2020-05-07,10842.92,168677762728,4780230104,1405855,67.94
2020-05-08,10901.42,187830439900,5098107890,1527810,58.5
2020-05-11,11013.26,169831280692,5458626713,1532061,111.84
2020-05-12,10879.47,174437565850,5014964552,1475993,-133.79
2020-05-13,10938.27,168204611361,4751016651,1350741,58.8
2020-05-14,10780.88,188103842946,5561899832,1593373,-157.39
2020-05-15,10814.92,176429392231,4835287814,1376021,34.04
2020-05-18,10740.55,195170626320,4741087880,1403818,-74.37
2020-05-19,10860.44,189282766550,5142779078,1501409,119.89
2020-05-20,10907.80,172537826062,4509534398,1375269,47.36
2020-05-21,11008.31,172218053521,4885891165,1390386,100.51
2020-05-22,10811.15,178399370544,5054277645,1527217,-197.16
2020-05-25,10871.18,148792998499,4139816654,1207831,60.03
2020-05-26,10997.21,182416463343,5106168038,1498204,126.03
2020-05-27,11014.66,157944246242,4721324227,1376696,17.45
2020-05-28,10944.19,173084681796,5239764437,1498455,-70.47
2020-05-29,10942.16,215603913046,5508327470,1218573,-2.03
2020-06-01,11079.02,169563746947,4975164301,1350613,136.86
2020-06-02,11127.93,182409278902,4974734421,1399684,48.91
2020-06-03,11320.16,214594995112,6431206610,1670723,192.23
2020-06-04,11393.23,203655766408,5944102520,1550402,73.07
2020-06-05,11479.40,181156372573,5782637500,1522634,86.17
2020-06-08,11610.32,204483479878,6425750934,1702229,130.92
2020-06-09,11637.11,175551998760,5177011975,1444554,26.79
2020-06-10,11720.16,191956930344,5625828981,1545108,83.05
2020-06-11,11535.77,241095735307,7133820168,2013793,-184.39
2020-06-12,11429.94,198490678284,6821881261,1668249,-105.83
2020-06-15,11306.26,178403622137,5612526407,1512279,-123.68
2020-06-16,11511.64,183111896851,5551224942,1437267,205.38
2020-06-17,11534.59,175689967777,5429872580,1540851,22.95
2020-06-18,11548.33,185906443478,5589608626,1539555,13.74
2020-06-19,11549.86,252381616639,6809199588,1775117,1.53
2020-06-22,11572.93,183481627726,5081058638,1414720,23.07
2020-06-23,11612.36,206506974570,5731275340,1458467,39.43
2020-06-24,11660.67,203293937926,5087067514,1369588,48.31
2020-06-29,11542.62,209325359919,5483857324,1429062,-118.05
2020-06-30,11621.24,196560077099,5238990655,1366712,78.62
2020-07-01,11703.42,193056259836,5812063202,1471747,82.18
2020-07-02,11805.14,191309888383,6091006206,1487513,101.72
2020-07-03,11909.16,218879744425,6484752215,1666680,104.02
2020-07-06,12116.70,252079466765,7916423089,1951316,207.54
2020-07-07,12092.97,277506544486,7651045729,1994922,-23.73
2020-07-08,12170.19,242676395267,6363746201,1755000,77.22
2020-07-09,12192.69,252727573213,6645387543,1866152,22.5
2020-07-10,12073.68,261020496174,7031694732,1983065,-119.01
2020-07-13,12211.56,211132055829,6140389276,1586140,137.88
2020-07-14,12209.01,205369887777,6197831696,1561071,-2.55
2020-07-15,12202.85,240427292308,6756734156,1778651,-6.16
2020-07-16,12157.74,199619270942,5770300669,1466907,-45.11
2020-07-17,12181.56,200271062950,5938809215,1595717,23.82
2020-07-20,12174.54,176439351236,5326683162,1378130,-7.02
2020-07-21,12397.55,225623414631,6781208219,1684747,223.01
2020-07-22,12473.27,226256572816,6475848930,1619267,75.72
2020-07-23,12413.04,228150200225,6566842345,1573096,-60.23
2020-07-24,12304.04,268423485119,7302839893,1868849,-109.0
